"rowid","ARU.ID","ARU.Name","Date","Hour","Minute","Second","Species","Confidence","File","Week","True.Positive"
142,67002,"UF3-4","20240608",6,4,24,"American Crow",0.510711371898651,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060400.wav",23,NA
143,67003,"UF2-1","20240606",8,1,6,"American Crow",0.305775672197342,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240606_080100.wav",23,NA
144,67006,"UF2-6","20240605",8,0,15,"American Crow",0.331401765346527,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240605_080000.wav",23,NA
145,67006,"UF2-6","20240525",7,2,3,"American Crow",0.373854696750641,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240525_070200.wav",21,NA
146,67003,"UF2-1","20240606",8,1,3,"American Crow",0.36448734998703,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240606_080100.wav",23,NA
147,67002,"UF3-4","20240608",6,3,54,"American Crow",0.315252840518951,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060300.wav",23,NA
148,67005,"UF2-4","20240608",8,1,54,"American Crow",0.397265315055847,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_080100.wav",23,NA
149,66998,"UF3-1","20240521",6,1,18,"American Crow",0.623041808605194,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240521_060100.wav",21,NA
150,67006,"UF2-6","20240526",7,1,12,"American Crow",0.771831750869751,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240526_070100.wav",21,NA
151,67002,"UF3-4","20240608",6,4,54,"American Crow",0.674237191677094,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060400.wav",23,NA
152,67006,"UF2-6","20240525",7,0,27,"American Crow",0.46668154001236,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240525_070000.wav",21,NA
153,67000,"UF3-9","20240520",6,1,27,"American Crow",0.464993745088577,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240520_060100.wav",21,NA
154,66999,"UF3-2","20240520",6,0,45,"American Crow",0.349905997514725,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240520_060000.wav",21,NA
155,67002,"UF3-4","20240528",7,2,27,"American Crow",0.307283043861389,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240528_070200.wav",22,NA
156,67006,"UF2-6","20240531",6,0,42,"American Crow",0.345531344413757,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240531_060000.wav",22,NA
157,67007,"UF2-9","20240601",8,4,3,"American Crow",0.413144052028656,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240601_080400.wav",22,NA
158,67002,"UF3-4","20240608",6,4,36,"American Crow",0.482553511857986,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060400.wav",23,NA
159,67002,"UF3-4","20240608",6,2,36,"American Crow",0.455818682909012,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060200.wav",23,NA
160,67002,"UF3-4","20240526",6,4,18,"American Crow",0.468605846166611,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240526_060400.wav",21,NA
161,67003,"UF2-1","20240602",8,3,21,"American Crow",0.71191269159317,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240602_080300.wav",22,NA
162,67005,"UF2-4","20240605",8,2,21,"American Crow",0.338307589292526,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240605_080200.wav",23,NA
163,67005,"UF2-4","20240606",8,2,18,"American Crow",0.349507212638855,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240606_080200.wav",23,NA
164,67005,"UF2-4","20240607",7,0,15,"American Crow",0.34063720703125,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240607_070000.wav",23,NA
165,67006,"UF2-6","20240528",7,0,51,"American Crow",0.660904169082642,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240528_070000.wav",22,NA
166,67006,"UF2-6","20240608",8,2,24,"American Crow",0.438063234090805,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_080200.wav",23,NA
167,67002,"UF3-4","20240602",6,4,42,"American Crow",0.375822633504868,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240602_060400.wav",22,NA
168,67003,"UF2-1","20240601",8,0,15,"American Crow",0.335841953754425,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240601_080000.wav",22,NA
169,67007,"UF2-9","20240603",7,4,36,"American Crow",0.349130928516388,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070400.wav",23,NA
170,67002,"UF3-4","20240608",6,0,45,"American Crow",0.349799036979675,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060000.wav",23,NA
171,67002,"UF3-4","20240608",6,4,33,"American Crow",0.332502365112305,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060400.wav",23,NA
172,67005,"UF2-4","20240611",6,2,48,"American Crow",0.405028522014618,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240611_060200.wav",24,NA
173,67006,"UF2-6","20240608",8,2,21,"American Crow",0.469302147626877,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_080200.wav",23,NA
174,67004,"UF2-12","20240524",8,1,54,"American Crow",0.38613760471344,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240524_080100.wav",21,NA
175,66998,"UF3-1","20240523",6,3,27,"American Crow",0.50229412317276,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240523_060300.wav",21,NA
176,67002,"UF3-4","20240608",6,2,45,"American Crow",0.421264678239822,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060200.wav",23,NA
177,67004,"UF2-12","20240524",8,1,15,"American Crow",0.440398305654526,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240524_080100.wav",21,NA
178,67007,"UF2-9","20240603",7,4,27,"American Crow",0.311585366725922,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070400.wav",23,NA
179,67006,"UF2-6","20240608",8,4,15,"American Crow",0.300532042980194,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_080400.wav",23,NA
180,67003,"UF2-1","20240606",8,1,42,"American Crow",0.44872197508812,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240606_080100.wav",23,NA
181,67002,"UF3-4","20240608",6,1,30,"American Crow",0.455844551324844,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_060100.wav",23,NA
182,67007,"UF2-9","20240603",7,4,51,"American Crow",0.521734237670898,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070400.wav",23,NA
183,67000,"UF3-9","20240520",6,1,0,"American Crow",0.303736358880997,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240520_060100.wav",21,NA
184,67000,"UF3-9","20240528",6,3,21,"American Crow",0.377581804990768,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240528_060300.wav",22,NA
185,67005,"UF2-4","20240607",7,0,15,"American Crow",0.34063720703125,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240607_070000.wav",23,NA
186,67006,"UF2-6","20240525",7,2,6,"American Crow",0.370558828115463,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240525_070200.wav",21,NA
187,67007,"UF2-9","20240603",7,3,3,"American Crow",0.688499212265015,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070300.wav",23,NA
188,67007,"UF2-9","20240603",7,2,45,"American Crow",0.616117656230927,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070200.wav",23,NA
189,67005,"UF2-4","20240605",8,2,12,"American Crow",0.699141979217529,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240605_080200.wav",23,NA
190,67006,"UF2-6","20240531",7,3,54,"American Crow",0.504434943199158,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240531_070300.wav",22,NA
191,67003,"UF2-1","20240601",8,4,12,"American Crow",0.30860498547554,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240601_080400.wav",22,NA
192,67007,"UF2-9","20240603",7,4,33,"American Crow",0.4686319231987,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070400.wav",23,NA
193,67006,"UF2-6","20240608",8,4,18,"American Crow",0.482300877571106,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_080400.wav",23,NA
194,67005,"UF2-4","20240605",8,0,36,"American Crow",0.35349303483963,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240605_080000.wav",23,NA
195,67005,"UF2-4","20240611",7,0,0,"American Crow",0.411918371915817,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240611_070000.wav",24,NA
196,67004,"UF2-12","20240608",8,2,21,"American Crow",0.367243766784668,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240608_080200.wav",23,NA
197,67006,"UF2-6","20240605",8,0,51,"American Crow",0.40582999587059,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240605_080000.wav",23,NA
198,67007,"UF2-9","20240603",7,3,48,"American Crow",0.469728231430054,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240603_070300.wav",23,NA
199,67006,"UF2-6","20240601",8,2,15,"American Crow",0.523309826850891,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240601_080200.wav",22,NA
200,67003,"UF2-1","20240601",8,1,24,"American Crow",0.514913260936737,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\American_Crow\20240601_080100.wav",22,NA
201,67002,"UF3-4","20240601",8,4,51,"Blue Jay",0.814246475696564,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080400.wav",22,NA
202,67002,"UF3-4","20240612",6,2,54,"Blue Jay",0.676646590232849,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_060200.wav",24,NA
203,67000,"UF3-9","20240609",7,3,24,"Blue Jay",0.686610102653503,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240609_070300.wav",23,NA
204,67001,"UF3-7","20240612",7,0,36,"Blue Jay",0.536629855632782,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070000.wav",24,NA
205,67002,"UF3-4","20240612",7,3,6,"Blue Jay",0.920716941356659,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070300.wav",24,NA
206,67002,"UF3-4","20240612",7,2,33,"Blue Jay",0.949746370315552,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
207,67000,"UF3-9","20240610",8,0,45,"Blue Jay",0.425726383924484,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240610_080000.wav",24,NA
208,67002,"UF3-4","20240601",8,3,48,"Blue Jay",0.424179434776306,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080300.wav",22,NA
209,67002,"UF3-4","20240601",8,3,30,"Blue Jay",0.836085498332977,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080300.wav",22,NA
210,67001,"UF3-7","20240613",7,2,9,"Blue Jay",0.424087136983871,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
211,67001,"UF3-7","20240612",7,2,3,"Blue Jay",0.427935719490051,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
212,67001,"UF3-7","20240613",7,2,39,"Blue Jay",0.952025830745697,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
213,67002,"UF3-4","20240601",8,1,36,"Blue Jay",0.479515999555588,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080100.wav",22,NA
214,67000,"UF3-9","20240610",8,0,6,"Blue Jay",0.713537096977234,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240610_080000.wav",24,NA
215,67001,"UF3-7","20240612",7,2,0,"Blue Jay",0.495892703533173,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
216,67000,"UF3-9","20240609",7,3,21,"Blue Jay",0.407942056655884,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240609_070300.wav",23,NA
217,67000,"UF3-9","20240601",7,0,9,"Blue Jay",0.412602037191391,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_070000.wav",22,NA
218,67001,"UF3-7","20240613",7,3,9,"Blue Jay",0.784417390823364,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070300.wav",24,NA
219,67002,"UF3-4","20240601",8,0,24,"Blue Jay",0.917320489883423,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
220,67001,"UF3-7","20240616",8,2,54,"Blue Jay",0.334874361753464,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240616_080200.wav",24,NA
221,67002,"UF3-4","20240613",7,2,30,"Blue Jay",0.832029938697815,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
222,67002,"UF3-4","20240612",6,3,27,"Blue Jay",0.775013208389282,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_060300.wav",24,NA
223,67002,"UF3-4","20240601",8,1,21,"Blue Jay",0.309395760297775,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080100.wav",22,NA
224,67002,"UF3-4","20240601",8,1,3,"Blue Jay",0.866808176040649,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080100.wav",22,NA
225,67002,"UF3-4","20240601",8,0,0,"Blue Jay",0.903707981109619,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
226,67000,"UF3-9","20240609",7,3,27,"Blue Jay",0.694394707679749,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240609_070300.wav",23,NA
227,67002,"UF3-4","20240612",7,2,30,"Blue Jay",0.954765737056732,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
228,67002,"UF3-4","20240605",7,3,45,"Blue Jay",0.770438492298126,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240605_070300.wav",23,NA
229,67002,"UF3-4","20240612",6,3,54,"Blue Jay",0.765440762042999,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_060300.wav",24,NA
230,67002,"UF3-4","20240601",8,4,12,"Blue Jay",0.478278338909149,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080400.wav",22,NA
231,67002,"UF3-4","20240612",7,4,42,"Blue Jay",0.554154455661774,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070400.wav",24,NA
232,67002,"UF3-4","20240612",7,4,57,"Blue Jay",0.601521909236908,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070400.wav",24,NA
233,67002,"UF3-4","20240601",8,3,27,"Blue Jay",0.875545918941498,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080300.wav",22,NA
234,67001,"UF3-7","20240612",7,0,51,"Blue Jay",0.39726197719574,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070000.wav",24,NA
235,67002,"UF3-4","20240601",8,1,15,"Blue Jay",0.907059252262115,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080100.wav",22,NA
236,67002,"UF3-4","20240612",7,3,18,"Blue Jay",0.605558753013611,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070300.wav",24,NA
237,67002,"UF3-4","20240601",8,0,39,"Blue Jay",0.95402467250824,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
238,67002,"UF3-4","20240601",8,0,15,"Blue Jay",0.711145579814911,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
239,67001,"UF3-7","20240612",7,0,39,"Blue Jay",0.592283487319946,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070000.wav",24,NA
240,67001,"UF3-7","20240613",7,2,36,"Blue Jay",0.871148526668549,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
241,67002,"UF3-4","20240604",8,1,6,"Blue Jay",0.704433381557465,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240604_080100.wav",23,NA
242,67002,"UF3-4","20240601",8,0,27,"Blue Jay",0.945891439914703,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
243,67002,"UF3-4","20240601",8,1,18,"Blue Jay",0.61001193523407,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080100.wav",22,NA
244,67002,"UF3-4","20240601",8,4,0,"Blue Jay",0.347206115722656,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080400.wav",22,NA
245,67002,"UF3-4","20240612",7,2,27,"Blue Jay",0.600500285625458,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
246,67000,"UF3-9","20240610",8,0,9,"Blue Jay",0.603245973587036,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240610_080000.wav",24,NA
247,67002,"UF3-4","20240605",7,3,39,"Blue Jay",0.704718470573425,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240605_070300.wav",23,NA
248,67002,"UF3-4","20240601",8,0,36,"Blue Jay",0.777130842208862,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
249,67001,"UF3-7","20240612",7,1,0,"Blue Jay",0.639226675033569,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070100.wav",24,NA
250,67000,"UF3-9","20240609",7,3,18,"Blue Jay",0.702769815921783,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240609_070300.wav",23,NA
251,67001,"UF3-7","20240612",7,0,30,"Blue Jay",0.438857108354568,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070000.wav",24,NA
252,67002,"UF3-4","20240612",7,3,15,"Blue Jay",0.882528960704803,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070300.wav",24,NA
253,67001,"UF3-7","20240612",7,1,42,"Blue Jay",0.457096517086029,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070100.wav",24,NA
254,67001,"UF3-7","20240612",7,0,12,"Blue Jay",0.403657883405685,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070000.wav",24,NA
255,67001,"UF3-7","20240612",7,2,36,"Blue Jay",0.612196147441864,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
256,67002,"UF3-4","20240601",8,0,21,"Blue Jay",0.888120114803314,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
257,67002,"UF3-4","20240612",7,3,12,"Blue Jay",0.664163827896118,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070300.wav",24,NA
258,67001,"UF3-7","20240613",7,2,54,"Blue Jay",0.968188762664795,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
259,67002,"UF3-4","20240605",7,4,3,"Blue Jay",0.653740763664246,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240605_070400.wav",23,NA
260,67002,"UF3-4","20240601",8,2,0,"Blue Jay",0.596889436244965,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080200.wav",22,NA
261,67002,"UF3-4","20240613",7,2,51,"Blue Jay",0.568272948265076,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
262,67002,"UF3-4","20240601",8,0,42,"Blue Jay",0.95834755897522,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080000.wav",22,NA
263,67001,"UF3-7","20240613",7,2,18,"Blue Jay",0.940140962600708,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240613_070200.wav",24,NA
264,67002,"UF3-4","20240601",8,2,51,"Blue Jay",0.746300399303436,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240601_080200.wav",22,NA
265,67002,"UF3-4","20240612",7,2,18,"Blue Jay",0.897478044033051,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240612_070200.wav",24,NA
266,67002,"UF3-4","20240605",7,3,42,"Blue Jay",0.702856361865997,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240605_070300.wav",23,NA
267,67000,"UF3-9","20240609",7,4,9,"Blue Jay",0.493106126785278,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Blue_Jay\20240609_070400.wav",23,NA
